Id,Title,Category,Location_Address,Location_City,Location_Venue,Event_Start,Full_Address,Latitude,Longitude
571,Ubud Jungle Swing,Olahraga,"Tegallalang, Gianyar, Bali, Indonesia",Bali,Kecamatan Tegallalang,28-Jun-24,"Tegallalang, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,4027583","115,2879987"
572,Roosterfish Beach Club Ticket in Bali,Olahraga,"Kuta Selatan, Badung, Bali, Indonesia",Bali,Kuta Selatan,18-May-24,"Kuta Selatan, Badung, Bali, Indonesia, Bali, Indonesia","-8,798049","115,1608275"
573,Home Service Spa in Bali by The Lotus Spa Bali,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,"Baturiti, Tabanan bali",09-Sep-24,"Baturiti, Tabanan, Bali, Indonesia, Bali, Indonesia","-8,340284","115,1888957"
574,Yogyakarta Southern Beaches and Sand Dunes Off-road Adventure,Olahraga,"Sanden, Bantul, Provinsi Yogyakarta, Indonesia",Yogyakarta,Sanden,23-Sep-24,"Sanden, Bantul, Provinsi Yogyakarta, Indonesia, DI Yogyakarta, Indonesia","-7,9904148","110,2663226"
575,"Diving Experience in Tulamben, Amed, Padang Bai, Gili Tepekong, or Nusa Penida For Certified Divers by Bali Aqua Dive",Olahraga,"Penebel, Tabanan, Bali, Indonesia",Bali,Penebel,26-Oct-24,"Penebel, Tabanan, Bali, Indonesia, Bali, Indonesia","-8,436167","115,1252791"
576,Ayung River Rafting and Cycling Combo Experience,Olahraga,"Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Denpasar Selatan,18-Nov-24,"Denpasar Selatan, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,695291","115,2188009"
577,Buggy Ride with River Rafting or Jungle Swing in Ubud,Olahraga,"Ubud, Gianyar, Bali, Indonesia",Bali,"Ubud, Gianyar bali",04-Dec-24,"Ubud, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5091128","115,2710922"
578,Elo River Rafting & Borobudur Temple Tour in Yogyakarta,Olahraga,"Mungkid, Magelang, Jawa Tengah, Indonesia",Magelang,Mungkid,09-Oct-24,"Mungkid, Magelang, Jawa Tengah, Indonesia, Magelang, Indonesia","-7,5540978","110,2540912"
579,"Sunrise at Punthuk Setumbu, Borobudur Temple, with Merapi Jeep Ride",Olahraga,"Borobudur, Magelang, Jawa Tengah, Indonesia",Magelang,"Borobudur, Magelang magelang",24-Dec-24,"Borobudur, Magelang, Jawa Tengah, Indonesia, Magelang, Indonesia","-7,6017595","110,2119615"
580,Learn to Surf with Odyssey Surf School,Olahraga,"Kuta, Badung, Bali, Indonesia",Bali,Kuta,29-May-24,"Kuta, Badung, Bali, Indonesia, Bali, Indonesia","-8,7223957","115,1767095"
581,Uma Bhumi Spa Experience in Lombok,Olahraga,"Batu Layar, Lombok, Nusa Tenggara Barat, Indonesia",Nusa Tenggara Barat,Batu Layar,16-Aug-24,"Batu Layar, Lombok, Nusa Tenggara Barat, Indonesia, Nusa Tenggara Barat, Indonesia","-8,5382506","116,090365"
582,Kayumanis Spa Experience in Nusa Dua Bali,Olahraga,"Kuta Selatan, Badung, Bali, Indonesia",Bali,Kuta Selatan,21-Dec-24,"Kuta Selatan, Badung, Bali, Indonesia, Bali, Indonesia","-8,798049","115,1608275"
583,Surfing Lesson in Tanjung Aan Beach Lombok by Nuna Surf School,Olahraga,"Lombok, Nusa Tenggara Barat, Indonesia",Nusa Tenggara Barat,Lombok,13-Oct-24,"Lombok, Nusa Tenggara Barat, Indonesia, Nusa Tenggara Barat, Indonesia","-8,650979","116,3249438"
584,A Day as A Balinese Cultural Experience in Ubud Bali,Olahraga,"Ubud, Gianyar, Bali, Indonesia",Bali,"Ubud, Gianyar bali",15-Jul-24,"Ubud, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5091128","115,2710922"
585,Dining Voucher at Ankhusa Restaurant Ubud by iNi Vie Hospitality,Olahraga,"Tegallalang, Gianyar, Bali, Indonesia",Bali,"Tegallalang, Gianyar bali",30-Jul-24,"Tegallalang, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,4027583","115,2879987"
586,Samabe Beach Cave Dinner Experience in Nusa Dua Bali,Olahraga,"Kuta Selatan, Badung, Bali, Indonesia",Bali,Kuta Selatan,22-May-24,"Kuta Selatan, Badung, Bali, Indonesia, Bali, Indonesia","-8,798049","115,1608275"
587,The Acala Spa Experience in Nusa Lembongan,Olahraga,"Nusa Lembongan, Klungkung, Bali, Indonesia",Bali,Nusa Lembongan,12-Jul-24,"Nusa Lembongan, Klungkung, Bali, Indonesia, Bali, Indonesia","-8,6785828","115,4555858"
588,Kuta Social Club Dining Experience in Kuta Bali,Olahraga,"Kuta, Badung, Bali, Indonesia",Bali,Kuta,01-Aug-24,"Kuta, Badung, Bali, Indonesia, Bali, Indonesia","-8,7223957","115,1767095"
589,Forest View Spa at Svaha Spa Bisma Ubud,Olahraga,"Ubud, Gianyar, Bali, Indonesia",Bali,Ubud,21-Oct-24,"Ubud, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5091128","115,2710922"
590,Jungle Buggy Adventure by Mason Adventures,Olahraga,"Tegallalang, Gianyar, Bali, Indonesia",Bali,Tegallalang,30-Aug-24,"Tegallalang, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,4027583","115,2879987"
591,Ayung River Kayaking by Mason Adventures,Olahraga,"Ubud, Gianyar, Bali, Indonesia",Bali,Ubud,08-Aug-24,"Ubud, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5091128","115,2710922"
592,Ayung River White Water Rafting by Mason Adventures,Olahraga,"Ubud, Gianyar, Bali, Indonesia",Bali,Ubud,02-Oct-24,"Ubud, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5091128","115,2710922"
593,Water Sports Nusa Dua by Fun Day Nusa Dua,Olahraga,"Nusa Dua Beach, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia",Bali,Nusa Dua Beach,02-Nov-24,"Nusa Dua Beach, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia, Bali, Indonesia","-8,7957616","115,2328213"
594,Surfing Lesson at Kuta Beach by Galaxy Surf Bali,Olahraga,"JL. Pantai Kuta, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Kuta, Badung, Bali, Indonesia",Bali,JL. Pantai Kuta,28-Jul-24,"JL. Pantai Kuta, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Kuta, Badung, Bali, Indonesia, Bali, Indonesia","-8,7165085","115,1685333"
595,Surya Tennis Indoor Prigen,Olahraga,"Prigen, Pasuruan, Jawa Timur, Indonesia",Pasuruan,Prigen,26-Jun-24,"Prigen, Pasuruan, Jawa Timur, Indonesia, Pasuruan, Indonesia","-7,7006855","112,6379294"
596,Basuka Watersports Experience in Tanjung Benoa Bali,Olahraga,"Benoa, Kuta Selatan, Kecamatan Badung, Bali, Kuta Selatan, Badung, Bali, Indonesia",Bali,Benoa,10-Jul-24,"Benoa, Kuta Selatan, Kecamatan Badung, Bali, Kuta Selatan, Badung, Bali, Indonesia, Bali, Indonesia","-8,8075993","115,2067011"
597,E- Bike by Alasan Adventures,Olahraga,"Ubud, Gianyar, Bali, Indonesia",Bali,Ubud,13-Oct-24,"Ubud, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5091128","115,2710922"
598,Cretya Spa by Alasan Adventures,Olahraga,"Cretya Ubud, Jalan Raya Tegallalang, Tegallalang, Gianyar Regency, Bali, Indonesia, Tegallalang, Gianyar, Bali, Indonesia",Bali,Cretya Ubud,08-Nov-24,"Cretya Ubud, Jalan Raya Tegallalang, Tegallalang, Gianyar Regency, Bali, Indonesia, Tegallalang, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,4403211","115,280485"
599,ATV Ride by Alasan Adventures,Olahraga,"Alasan Adventures - ATV, Jalan Raya Bresela, Beresela, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Bali,Alasan Adventures - ATV,22-Jul-24,"Alasan Adventures - ATV, Jalan Raya Bresela, Beresela, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,4304713","115,2692695"
600,Bali ATV Adventure by Penidago,Olahraga,"Denpasar Timur, Denpasar, Bali, Indonesia",Bali,Denpasar Timur,11-Dec-24,"Denpasar Timur, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,6462763","115,2451298"
601,Diving Tour By Benoa Tirta Harum,Olahraga,"Benoa Tirta Harum Dive Center & Dive School, Jalan Pratama, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia",Bali,Benoa Tirta Harum Dive Center & Dive School,31-Aug-24,"Benoa Tirta Harum Dive Center & Dive School, Jalan Pratama, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia, Bali, Indonesia","-8,7840846","115,2262798"
602,Water Sports By Benoa Tirta Harum,Olahraga,"Benoa Tirta Harum Dive & Watersport, Jalan Pratama, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia",Bali,Benoa Tirta Harum Dive & Watersport,13-Sep-24,"Benoa Tirta Harum Dive & Watersport, Jalan Pratama, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia, Bali, Indonesia","-8,7843194","115,2262635"
603,Don Surfing and Bar Bali,Olahraga,"Kuta, Badung, Bali, Indonesia",Bali,Kuta Bandung Bali,23-Oct-24,"Kuta, Badung, Bali, Indonesia, Bali, Indonesia","-8,7223957","115,1767095"
604,Blue Lagoon Snorkeling With Optional SightSeeing Tours,Olahraga,"Badung, Bali, Indonesia",Bali,Bali,09-Dec-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
605,Nusa Dua Water Sports Jumbo Packages,Olahraga,"Badung, Bali, Indonesia",Bali,Bali,28-Nov-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
606,Tanjung Benoa Water Sports: All Inclusive Bali Activities,Olahraga,"Badung, Bali, Indonesia",Bali,Bali,11-Dec-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
607,GILI TRAWANGAN Shared Public Snorkeling Trip,Olahraga,"Lombok, Nusa Tenggara Barat, Indonesia",Nusa Tenggara Barat,Tubing Gekko Tubing Bali,20-Oct-24,"Lombok, Nusa Tenggara Barat, Indonesia, Nusa Tenggara Barat, Indonesia","-8,650979","116,3249438"
608,Mount Batur sunrise hike & white water rafting,Olahraga,"Badung, Bali, Indonesia",Bali,Bali,11-Jul-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
609,Bali Shopping Tour,Olahraga,"Badung, Bali, Indonesia",Bali,Bali,12-Dec-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
610,Manta Snorkeling with Lunch at Nusa Lembongan by Arthamas Express,Olahraga,"Sanur Harbour, Sanur Kaja, Denpasar City, Bali, Indonesia, Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Sanur Harbour,07-Jun-24,"Sanur Harbour, Sanur Kaja, Denpasar City, Bali, Indonesia, Denpasar Selatan, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,6692169","115,2608048"
611,Single Atv Quad and White Water Rafting Private transport Include Lunch,Olahraga,"Badung, Bali, Indonesia",Bali,Bali,12-Dec-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
612,Tubing by Gekko Tubing Bali,Olahraga,"Jl. Astinapura, Banjar Kelodan, Tampaksiring, Gianyar, Bali, Tampaksiring, Gianyar, Bali, Indonesia",Bali,Tubing Gekko Tubing Bali,05-Nov-24,"Jl. Astinapura, Banjar Kelodan, Tampaksiring, Gianyar, Bali, Tampaksiring, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5044538","115,2786361"
613,Rinjani Mountain Trekking Summit Trip (2D1N),Olahraga,"Lombok, Nusa Tenggara Barat, Indonesia",Nusa Tenggara Barat,Alasan Adventures - ATV,05-May-24,"Lombok, Nusa Tenggara Barat, Indonesia, Nusa Tenggara Barat, Indonesia","-8,650979","116,3249438"
614,Myna Chocolate and Coffee Bali,Olahraga,"Jalan Tukad Balian No 9F, Sidakarya, Kec. Denpasar Selatan, Kota Denpasar, Prov. Bali			, Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,"Sidakarya, Denpasar Selatan",03-Jun-24,"Jalan Tukad Balian No 9F, Sidakarya, Kec. Denpasar Selatan, Kota Denpasar, Prov. Bali			, Denpasar Selatan, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,7027646","115,2396165"
615,Bali Activity: Bali Sea Walking in Nusa Dua Ocean,Olahraga,"Badung, Bali, Indonesia",Bali,BTR (Bali Tubing & Rafting),09-Oct-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
616,Locker Rental Kragilan Yogyakarta by Sheyco Tour,Olahraga,"Stasiun Tugu Yogyakarta, Jalan Pasar Kembang Pintu Selatan, Sosromenduran, Yogyakarta City, Special Region Of Yogyakarta, Indonesia, Gedongtengen, Yogyakarta, Provinsi Yogyakarta, Indonesia",Yogyakarta,Stasiun Tugu Yogyakarta,06-Jun-24,"Stasiun Tugu Yogyakarta, Jalan Pasar Kembang Pintu Selatan, Sosromenduran, Yogyakarta City, Special Region Of Yogyakarta, Indonesia, Gedongtengen, Yogyakarta, Provinsi Yogyakarta, Indonesia, DI Yogyakarta, Indonesia","-7,7893103","110,3629814"
617,Locker Rental Stasiun Tugu Yogyakarta by Sheyco Tour,Olahraga,"Stasiun Tugu Yogyakarta, Jalan Pasar Kembang Pintu Selatan, Sosromenduran, Yogyakarta City, Special Region Of Yogyakarta, Indonesia, Gedongtengen, Yogyakarta, Provinsi Yogyakarta, Indonesia",Yogyakarta,Stasiun Tugu Yogyakarta,16-Aug-24,"Stasiun Tugu Yogyakarta, Jalan Pasar Kembang Pintu Selatan, Sosromenduran, Yogyakarta City, Special Region Of Yogyakarta, Indonesia, Gedongtengen, Yogyakarta, Provinsi Yogyakarta, Indonesia, DI Yogyakarta, Indonesia","-7,7893103","110,3629814"
618,Snorkeling Experience in Nusa Penida by Bali RSV,Olahraga,"Jalan Tukad Yeh Aya IX No. 75, Desa/Kelurahan Renon  Kec. Denpasar Selatan, Kota Denpasar, Provinsi Bali Kode Pos: 80226, Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,"Renon, Denpasar Selatan",23-Dec-24,"Jalan Tukad Yeh Aya IX No. 75, Desa/Kelurahan Renon  Kec. Denpasar Selatan, Kota Denpasar, Provinsi Bali Kode Pos: 80226, Denpasar Selatan, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,6859018","115,2408878"
619,Jet Ski Kuta to Nusa Dua by Prestige Jet Ski Bali,Olahraga,"Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Denpasar Selatan,19-Jun-24,"Denpasar Selatan, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,695291","115,2188009"
620,Jet Ski Kuta to I GustiNgurahRai Airport by Prestige Jet Ski Bali,Olahraga,"Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Denpasar Selatan,02-Sep-24,"Denpasar Selatan, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,695291","115,2188009"
621,Jet Ski Kuta to Sanur by Prestige Jet Ski Bali,Olahraga,"Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Denpasar Selatan,25-Jun-24,"Denpasar Selatan, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,695291","115,2188009"
622,Jet Ski Kuta to Canggu by Prestige Jet Ski Bali,Olahraga,"Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Denpasar Selatan,11-Sep-24,"Denpasar Selatan, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,695291","115,2188009"
623,Jet Ski Kuta to Uluwatu by Prestige Jet Ski Bali,Olahraga,"Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Denpasar Selatan,14-May-24,"Denpasar Selatan, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,695291","115,2188009"
624,Jet Ski Sunset Ride Jimbaran by Prestige Jet Ski Bali,Olahraga,"Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Denpasar Selatan,28-Dec-24,"Denpasar Selatan, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,695291","115,2188009"
625,Jet Ski Kuta to Jimbaran by Prestige Jet Ski Bali,Olahraga,"Kuta, Badung, Bali, Indonesia",Bali,Kuta,13-May-24,"Kuta, Badung, Bali, Indonesia, Bali, Indonesia","-8,7223957","115,1767095"
626,Coastal Ride In Sanur by Prestige Jet Ski Bali,Olahraga,"Denpasar Selatan, Denpasar, Bali, Indonesia",Bali,Denpasar Selatan,16-Nov-24,"Denpasar Selatan, Denpasar, Bali, Indonesia, Bali, Indonesia","-8,695291","115,2188009"
627,"Bali River Tubing: 1,5 Hours Canyon Tubing in Pakerisan River",Olahraga,"Badung, Bali, Indonesia",Bali,BTR (Bali Tubing & Rafting),16-May-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
628,Bali Tubing and Rafting - BTR,Olahraga,"BTR (Bali Tubing & Rafting) Starting Point, Menanga, Karangasem Regency, Bali, Indonesia, Rendang, Karangasem, Bali, Indonesia",Bali,BTR (Bali Tubing & Rafting),30-Jun-24,"BTR (Bali Tubing & Rafting) Starting Point, Menanga, Karangasem Regency, Bali, Indonesia, Rendang, Karangasem, Bali, Indonesia, Bali, Indonesia","-8,4237478","115,436635"
629,Watersports activities and Uluwatu temple visiting,Olahraga,"Badung, Bali, Indonesia",Bali,Bandung Bali,18-Dec-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
630,Beginners Private Surf Lessons,Olahraga,"Badung, Bali, Indonesia",Bali,Bandung bali,12-Dec-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
631,Trekking Sentul Seru,Olahraga,"Sentul, Bogor, Jawa Barat, Indonesia",Bogor,Sendtul bogor,07-Oct-24,"Sentul, Bogor, Jawa Barat, Indonesia, Bogor, Indonesia","-6,5211331","106,8502879"
632,Dream Field Tactical,Olahraga,"Dream Field Tactical, Jalan Tidar, Tembok Dukuh, Surabaya, East Java, Indonesia, Bubutan, Surabaya, Jawa Timur, Indonesia",Surabaya,Drndam Field Tactical surabaya,12-Nov-24,"Dream Field Tactical, Jalan Tidar, Tembok Dukuh, Surabaya, East Java, Indonesia, Bubutan, Surabaya, Jawa Timur, Indonesia, Surabaya, Indonesia","-7,2550604","112,7160138"
633,Half Day White Water Rafting Ayung River,Olahraga,"Badung, Bali, Indonesia",Bali,Bandung bali,23-Jun-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
634,Wild Air Ubud by The Wonderspace,Olahraga,"Wild Air Ubud By INi Vie Hospitality, Jalan Bisma, Ubud, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Bali,Windd Air Ubud By INi Vie Hospitality bali,17-Oct-24,"Wild Air Ubud By INi Vie Hospitality, Jalan Bisma, Ubud, Gianyar Regency, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5162673","115,2558799"
635,Sans Thai Ubud Restaurant by The Wonderspace,Olahraga,"Sans Thai Ubud By INi Vie Hospitality, Kenderan, Gianyar Regency, Bali, Indonesia, Tegallalang, Gianyar, Bali, Indonesia",Bali,Sands Thai Ubud By INi Vie Hospitality bali,14-Oct-24,"Sans Thai Ubud By INi Vie Hospitality, Kenderan, Gianyar Regency, Bali, Indonesia, Tegallalang, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5068536","115,2624778"
636,Private Surf Lessons for Kids in Bali,Olahraga,"Badung, Bali, Indonesia",Bali,Bandung bali,11-Dec-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
637,Motion Studio Asia,Olahraga,"Motion Studio Asia - Jakarta, PIK, Jakarta, Indonesia, Penjaringan, Jakarta Utara, Jakarta, Indonesia",Jakarta,Mondion Studio Asia - Jakarta jakarta,19-Aug-24,"Motion Studio Asia - Jakarta, PIK, Jakarta, Indonesia, Penjaringan, Jakarta Utara, Jakarta, Indonesia, Jakarta, Indonesia","-6,0895137","106,7434851"
638,Ayung Dewata Rafting,Olahraga,"Jl. Raya Kedewatan, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Bali,Jlnd Raya Kedewatan gianyar,22-May-24,"Jl. Raya Kedewatan, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia, Gianyar, Indonesia","-8,4703154","115,2495998"
639,Snorkeling by Taman Sari Watersport,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,Banduriti bali,01-Aug-24,"Baturiti, Tabanan, Bali, Indonesia, Bali, Indonesia","-8,340284","115,1888957"
640,Jet Ski by Taman Sari Watersport,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,Banduriti bali,06-Nov-24,"Baturiti, Tabanan, Bali, Indonesia, Bali, Indonesia","-8,340284","115,1888957"
641,Diving at Nusa Dua by Taman Sari Watersport,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,Banduriti bali,03-Jul-24,"Baturiti, Tabanan, Bali, Indonesia, Bali, Indonesia","-8,340284","115,1888957"
642,Fly Fish by Taman Sari Watersport,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,Banduriti bali,01-Jun-24,"Baturiti, Tabanan, Bali, Indonesia, Bali, Indonesia","-8,340284","115,1888957"
643,Fly Board by Taman Sari Watersport,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,Banduriti bali,19-Jun-24,"Baturiti, Tabanan, Bali, Indonesia, Bali, Indonesia","-8,340284","115,1888957"
644,Sea walker by Taman Sari Watersport,Olahraga,"Taman Sari Water Sport, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia",Bali,Tandan Sari Water Sport bali,25-Nov-24,"Taman Sari Water Sport, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia, Bali, Indonesia","-8,754191","115,221179"
645,Banana Boat by Taman Sari Watersport,Olahraga,"Taman Sari Water Sport, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia",Bali,Tandan Sari Water Sport bali,03-Oct-24,"Taman Sari Water Sport, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia, Bali, Indonesia","-8,754191","115,221179"
646,Parasailing Adventure by Taman Sari Watersport,Olahraga,"Taman Sari Water Sport, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia",Bali,Tandan Sari Water Sport bali,05-Jul-24,"Taman Sari Water Sport, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia, Bali, Indonesia","-8,754191","115,221179"
647,Ayung river rafting,Olahraga,"Ubud, Gianyar, Bali, Indonesia",Bali,Ubndd bali,11-Nov-24,"Ubud, Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5091128","115,2710922"
648,Paragliding Nusa Penida by Bali Made,Olahraga,"Nusa Penida, Klungkung, Bali, Indonesia",Bali,Nunda Penida bali,02-Nov-24,"Nusa Penida, Klungkung, Bali, Indonesia, Bali, Indonesia","-8,7155163","115,4596824"
649,Blou lagoon snorkeling all incllusive,Olahraga,"Badung, Bali, Indonesia",Bali,Bandung bali,17-Nov-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
650,Private snorkeling in Gamat Manta and Crystal bay at Nusa Penida,Olahraga,"Badung, Bali, Indonesia",Bali,Bandung bali,07-Jul-24,"Badung, Bali, Indonesia, Bali, Indonesia","-8,5819296","115,1770586"
651,Bali Rafting at Ayung River Ubud Bali,Olahraga,"Gianyar, Bali, Indonesia",Bali,Ginnyar bali,25-Nov-24,"Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5367146","115,3314412"
652,Wisata Offroad Adventure Batu by Cakra Adventure,Olahraga,"Batu, Malang, Jawa Timur, Indonesia",Malang,Bandu malang,22-Aug-24,"Batu, Malang, Jawa Timur, Indonesia, Malang, Indonesia","-7,968202","112,6330567"
653,TirtasetA Kayak School,Olahraga,"M92P+XJH, Dusun No.1, RT.01/RW.01, Dusun 1, Sindang, Kec. Mrebet, Kabupaten Purbalingga, Jawa Tengah 53352, Indonesia, Bojongsari, Purbalingga, Jawa Tengah, Indonesia",Probolinggo,M9ndP+XJH purbalinga,04-Oct-24,"M92P+XJH, Dusun No.1, RT.01/RW.01, Dusun 1, Sindang, Kec. Mrebet, Kabupaten Purbalingga, Jawa Tengah 53352, Indonesia, Bojongsari, Purbalingga, Jawa Tengah, Indonesia, Purbalinga, Indonesia","-7,3475625","109,3866094"
654,Kayaking without Transport,Olahraga,"Br Kreteg Dusun Kawan Desa, Bakas, Klungkung, Bali 80752, Banjarangkan, Klungkung, Bali, Indonesia",Bali,BrndKreteg Dusun Kawan Desa bali,30-Aug-24,"Br Kreteg Dusun Kawan Desa, Bakas, Klungkung, Bali 80752, Banjarangkan, Klungkung, Bali, Indonesia, Bali, Indonesia","-8,5260562","115,3637593"
655,Small Group Private 3 Dives in Tulamben Best Spot,Olahraga,"Karangasem, Bali, Indonesia",Bali,Kandangasem bali,17-May-24,"Karangasem, Bali, Indonesia, Bali, Indonesia","-8,4462932","115,6127292"
